Card Name,Condition,Creation Date,Custom Price,Foil,Foil/Etched,Frame Type,Language,Mana Cost,Mana Value,Quantity,Rarity,Reserved List,Scryfall Id,Set Code
Goblin Digging Team,,2025-10-01T22:59:21,-,,,Regular,,{R},1,1,C,,8a538b9d-351e-40bb-be11-9ba08c16352b,drk
Herald of Anguish,,2025-10-01T19:50:28,-,,,Regular,,{5}{B}{B},7,1,M,,fec860f2-6ef0-4b74-9672-72b4de2b55ca,brc
Hidden Horror,,2025-10-01T19:24:53,-,,,Regular,,{1}{B}{B},3,1,U,,885dc4c5-2ade-4497-b579-0307c67ac783,wth
Intervene,,2025-10-04T11:29:08,-,,,Regular,,{U},1,1,C,,4b0e3894-5dfe-4d03-9996-eebf96c58168,ulg
Jhoira's Toolbox,,2025-10-04T00:06:29,-,,,Regular,,{2},2,1,U,,edb38309-c02c-496c-894f-786a2f6e3d1c,ulg
King of the Pride,,2025-10-04T18:55:08,-,,,Regular,,{2}{W},3,1,U,,7cd32e14-4062-4700-8558-f4693d4814e1,j25
Kjeldoran Royal Guard,,2025-10-04T20:42:24,-,,,Regular,,{3}{W}{W},5,1,R,,bafc9583-d16c-4a3b-88c5-2938038784bc,5ed
Lashknife Barrier,,2025-10-04T21:39:32,-,,,Regular,,{2}{W},3,1,U,,2485c10d-de02-4be9-8119-afb2296e3317,pls
Legacy Weapon,,2025-10-01T21:07:21,-,,,Regular,,{7},7,1,M,,afd35d5c-7f28-4842-85e8-692d6c391c3a,dmr
Magnigoth Treefolk,,2025-10-01T22:32:02,-,,,Regular,,{4}{G},5,1,R,,39a1aee0-ff0a-4824-926b-86135357e10a,plst
Master Healer,,2025-10-04T20:42:08,-,,,Regular,,{4}{W},5,1,R,,e21a342c-ad80-43e4-8b2d-1c48241c52b1,uds
Monk Idealist,,2025-10-04T18:52:26,-,,,Regular,,{2}{W},3,1,U,,285a867b-f82e-49cb-a59c-31a25129baf9,usg
Monk Idealist,,2025-10-04T18:52:30,-,,,Regular,,{2}{W},3,1,U,,285a867b-f82e-49cb-a59c-31a25129baf9,usg
Monoskelion,,2025-10-04T00:06:36,-,,,Regular,,{2},2,1,U,,ff376d1a-85b4-4d8d-8862-5de0aae6fa4e,mh2
Monoskelion,,2025-10-04T00:06:39,-,,,Regular,,{2},2,1,U,,ff376d1a-85b4-4d8d-8862-5de0aae6fa4e,mh2
Mountain,,2025-10-01T23:46:09,-,,,Regular,,,0,1,C,,9e4676bd-b783-4e88-a058-bb97d9d68100,s99
Nantuko Vigilante,,2025-10-01T22:28:55,-,,,Regular,,{3}{G},4,1,C,,e7474849-a6b4-4f3b-a836-37b88c26047b,lgn
Peace Talks,,2025-10-04T21:31:40,-,,,Regular,,{1}{W},2,1,U,,21da279d-a723-4902-bf84-dfe2c569d4c8,vis
Phyrexian Rager,,2025-10-01T19:31:27,-,,,Regular,,{2}{B},3,1,C,,3addf34c-ea54-42a3-bccd-b73453d964d2,apc
Phyrexian Rager,,2025-10-01T19:31:28,-,,,Regular,,{2}{B},3,1,C,,3addf34c-ea54-42a3-bccd-b73453d964d2,apc
Phyrexian Rager,,2025-10-01T19:31:34,-,,,Regular,,{2}{B},3,1,C,,3addf34c-ea54-42a3-bccd-b73453d964d2,apc
Plains,,2025-10-04T23:16:17,-,,,Regular,,,0,1,C,,614c9269-77c6-4cef-a987-8ef4c14fcebc,cmm
Powerstone Minefield,,2025-10-03T23:35:35,-,,,Regular,,{2}{R}{W},4,1,R,,d50b6d3f-490c-4382-a404-542ad646066d,plst
Psychic Theft,,2025-10-01T21:12:34,-,,,Regular,,{1}{U},2,1,R,,f6f86c92-c19e-4f2c-96d3-d3b05623cb00,pcy
Ramosian Captain,,2025-10-04T18:53:07,-,,,Regular,,{1}{W}{W},3,1,U,,0e9d2e2a-c608-4787-bbd9-e1871f681b58,mmq
Ray of Command,,2025-10-04T11:36:37,-,,,Regular,,{3}{U},4,1,C,,638abe5f-2a8a-42ca-bcdf-a52a3df66946,ice
Ray of Command,,2025-10-04T11:36:39,-,,,Regular,,{3}{U},4,1,C,,638abe5f-2a8a-42ca-bcdf-a52a3df66946,ice
Riptide Mangler,,2025-10-04T10:11:14,-,,,Regular,,{1}{U},2,1,R,,5314a802-85d6-4d7b-ae9a-ca64eec652cf,lgn
Riptide Mangler,,2025-10-04T10:12:12,-,,,Regular,,{1}{U},2,1,R,,5314a802-85d6-4d7b-ae9a-ca64eec652cf,lgn
Rofellos's Gift,,2025-10-01T22:39:13,-,,,Regular,,{G},1,1,C,,a41347ba-b2e3-4d7e-8018-e6fd30243559,uds
Rofellos's Gift,,2025-10-01T22:39:19,-,,,Regular,,{G},1,1,C,,a41347ba-b2e3-4d7e-8018-e6fd30243559,uds
Rofellos's Gift,,2025-10-01T22:39:24,-,,,Regular,,{G},1,1,C,,a41347ba-b2e3-4d7e-8018-e6fd30243559,uds
Runechanter's Pike,,2025-10-01T21:08:02,-,,,Regular,,{2},2,1,R,,0f54e38b-b4a0-4406-a635-7a5ab3722f25,isd
Shrouded Serpent,,2025-10-04T11:26:03,-,,,Regular,,{4}{U}{U}{U},7,1,R,,d3d9035b-b6ec-479f-b697-3e5c3110ef10,pcy
Siege-Gang Commander,,2025-10-01T23:14:02,-,,,Regular,,{3}{R}{R},5,1,R,,16bea810-1566-4132-bfb3-611f9b6b3333,dmr
Simulacrum,,2025-10-01T20:29:41,-,,,Regular,,{1}{B},2,1,U,,bc1b6d40-fdb0-40c3-983d-67a7bfb96cea,3ed
Swamp,,2025-10-06T17:52:55,-,,,Regular,,,0,1,C,,7c71891b-9980-4b71-8301-e92288d33235,cmm
Telekinetic Bonds,,2025-10-04T13:27:19,-,,,Regular,,{2}{U}{U}{U},5,1,R,,d68fad1d-a517-433a-b939-d0635e8f5535,jud
Thalakos Lowlands,,2025-10-04T00:03:39,-,,,Regular,,,0,1,U,,aa3dcb12-e224-40c8-aecf-941fceb1d323,tmp
Theft of Dreams,,2025-10-04T13:18:34,-,,,Regular,,{2}{U},3,1,C,,099da8aa-16b1-4395-8467-1636feb14a8a,exo
Theft of Dreams,,2025-10-04T13:18:58,-,,,Regular,,{2}{U},3,1,C,,099da8aa-16b1-4395-8467-1636feb14a8a,exo
"Traxos, Scourge of Kroog",,2025-10-04T00:04:48,-,,,Regular,,{4},4,1,R,,513fd010-db79-4aa4-8186-776fc3e27750,brc
Tribal Golem,,2025-10-04T00:10:14,-,,,Regular,,{6},6,1,R,,6e208be1-8b24-4048-90b2-6389f08043d1,ons
Tribal Golem,,2025-10-04T00:10:21,-,,,Regular,,{6},6,1,R,,6e208be1-8b24-4048-90b2-6389f08043d1,ons
Unstable Hulk,,2025-10-01T23:06:10,-,,,Regular,,{1}{R}{R},3,1,R,,889cfde2-42fa-4278-ae4e-7e4dd993cda8,lgn
Unstable Hulk,,2025-10-01T23:06:32,-,,,Regular,,{1}{R}{R},3,1,R,,889cfde2-42fa-4278-ae4e-7e4dd993cda8,lgn
Veiled Sentry,,2025-10-04T13:22:14,-,,,Regular,,{U},1,1,U,,de458a9d-6c09-42bb-b470-c2691e95345a,usg
Veiled Sentry,,2025-10-04T13:22:18,-,,,Regular,,{U},1,1,U,,de458a9d-6c09-42bb-b470-c2691e95345a,usg
Veiled Sentry,,2025-10-04T13:22:32,-,,,Regular,,{U},1,1,U,,de458a9d-6c09-42bb-b470-c2691e95345a,usg
Veiled Sentry,,2025-10-04T13:22:37,-,,,Regular,,{U},1,1,U,,de458a9d-6c09-42bb-b470-c2691e95345a,usg
Vendetta,,2025-10-01T20:28:08,-,,,Regular,,{B},1,1,C,,67ced38e-0f33-4bda-8e18-09f6ac03a3d7,mmq
Werebear,,2025-10-01T22:17:18,-,,,Regular,,{1}{G},2,1,C,,964cf7e3-932d-432f-8ad4-9bd651aada96,ody
Werebear,,2025-10-01T22:17:20,-,,,Regular,,{1}{G},2,1,C,,964cf7e3-932d-432f-8ad4-9bd651aada96,ody
Werebear,,2025-10-01T22:17:27,-,,,Regular,,{1}{G},2,1,C,,964cf7e3-932d-432f-8ad4-9bd651aada96,ody
Werebear,,2025-10-01T22:17:30,-,,,Regular,,{1}{G},2,1,C,,964cf7e3-932d-432f-8ad4-9bd651aada96,ody
Yavimaya Granger,,2025-10-01T22:22:45,-,,,Regular,,{2}{G},3,1,C,,05414a41-b50c-49b6-9c27-f3170017d9b0,ulg
Yawgmoth's Edict,,2025-10-01T20:43:49,-,,,Regular,,{1}{B},2,1,U,,3f16be4b-4540-476a-b3ac-7442507ed314,usg
Archery Training,,2025-10-04T23:12:22,-,,,Regular,,{W},1,1,U,,151232e6-68cc-4cac-a532-9ade8e925961,uds
Cho-Manno's Blessing,,2025-10-04T23:12:36,-,,,Regular,,{W}{W},2,1,C,,5c9f33c6-5294-4584-854d-c8c0f847aba8,mmq
Cho-Manno's Blessing,,2025-10-04T23:13:19,-,,,Regular,,{W}{W},2,1,C,,5c9f33c6-5294-4584-854d-c8c0f847aba8,mmq
Cho-Manno's Blessing,,2025-10-04T23:13:20,-,,,Regular,,{W}{W},2,1,C,,5c9f33c6-5294-4584-854d-c8c0f847aba8,mmq
Cho-Manno's Blessing,,2025-10-04T23:13:23,-,,,Regular,,{W}{W},2,1,C,,5c9f33c6-5294-4584-854d-c8c0f847aba8,mmq
Cinder Marsh,,2025-10-04T00:03:50,-,,,Regular,,,0,1,U,,9fee067d-c31f-4b09-99f5-84d1102f96b0,tmp
Cinder Marsh,,2025-10-04T00:03:54,-,,,Regular,,,0,1,U,,9fee067d-c31f-4b09-99f5-84d1102f96b0,tmp
Endless Sands,,2025-10-04T02:05:20,-,,,Regular,,,0,1,R,,9ebd3e0a-30cc-4bc1-b9fa-6d65db9a6f5b,hou
Flock of Rabid Sheep,,2025-10-01T22:41:07,-,,,Regular,,{X}{G}{G},2,1,U,,1ce65cbd-e2cf-4fbf-8424-287cd87c97f1,ugl
Force Bubble,,2025-10-04T21:42:03,-,,,Regular,,{2}{W}{W},4,1,R,,742ac116-86ed-4ce6-9805-76f47a41c4c4,scg
Gustcloak Savior,,2025-10-04T20:41:59,-,,,Regular,,{4}{W},5,1,R,,0e9d6e81-1869-4ab7-8a4e-477d5c4aed6b,ons
Hexavus,,2025-10-04T00:10:31,-,,,Regular,,{6},6,1,R,,b599064e-1c44-4df0-ac7d-d2eb0ba44b16,brc
Hidden Spider,,2025-10-01T22:43:09,-,,,Regular,,{G},1,1,C,,ab2640cb-7d0b-40e5-9624-02c64b2f9830,usg
Keeper of the Dead,,2025-10-01T19:16:15,-,,,Regular,,{B}{B},2,1,U,,6b641171-35bc-4945-ada9-3ea28ea9fabf,exo
Mountain,,2025-10-04T02:09:20,-,,,Regular,,,0,1,C,,f836071c-9ee3-4dc0-95b6-28d0c5de76f3,cmm
Overgrowth,,2025-10-01T22:47:24,-,,,Regular,,{2}{G},3,1,C,,bb9179f5-c3e0-4499-9cfb-6cb7e8329a59,sth
Razorfin Hunter,,2025-10-03T23:37:45,-,,,Regular,,{U}{R},2,1,C,,99829552-917a-4373-9772-4255dff542d6,apc
Reaping the Rewards,,2025-10-04T20:50:44,-,,,Regular,,{W},1,1,C,,379b0495-8795-4b21-9d0a-dc4e10098de2,exo
Reborn Hero,,2025-10-04T18:51:42,-,,,Regular,,{2}{W},3,1,R,,b4acbc7f-c86e-4285-a66d-d7b03fe44377,tor
Remote Isle,,2025-10-03T23:59:05,-,,,Regular,,,0,1,C,,e48d55ff-10d0-4d9b-9202-02ebb2137953,usg
Shivan Dragon,,2025-10-01T21:02:57,-,,,Regular,,{4}{R}{R},6,1,R,,8b5f8025-95ff-431a-a33c-4e2e7366633f,dmr
Shivan Dragon,,2025-10-01T23:15:17,-,,,Regular,,{4}{R}{R},6,1,R,,8b5f8025-95ff-431a-a33c-4e2e7366633f,dmr
Sword of the Meek,,2025-10-04T01:44:39,-,,,Regular,,{2},2,1,R,,7668aaf3-194b-49f4-9f79-e51e89e8f2f8,brr
"Tasigur, the Golden Fang",,2025-10-01T19:03:13,-,,,Regular,,{5}{B},6,1,S,,095b6fd9-d0e5-4026-895a-851a462cbf90,tsr
Thieving Magpie,,2025-10-04T10:19:47,-,,,Regular,,{2}{U}{U},4,1,U,,2b6b23b9-4569-40ff-988f-ad1d5d3fe573,uds
Thieving Magpie,,2025-10-04T10:19:51,-,,,Regular,,{2}{U}{U},4,1,U,,2b6b23b9-4569-40ff-988f-ad1d5d3fe573,uds
Thunderscape Battlemage,,2025-10-01T23:08:57,-,,,Regular,,{2}{R},3,1,U,,d707243e-7f11-44bc-b8b8-af635ab1dc87,pls
Vexing Beetle,,2025-10-01T22:30:48,-,,,Regular,,{4}{G},5,1,R,,d599d35f-1b73-498b-9a21-831c908a95d8,lgn
Volrath's Motion Sensor,,2025-10-01T20:48:43,-,,,Regular,,{B},1,1,U,,b2b915b6-4436-4007-a014-415694117c7e,ugl
Waterspout Elemental,,2025-10-04T10:22:40,-,,,Regular,,{3}{U}{U},5,1,R,,425156e6-8eee-4bff-8f2f-86edd9a4f73b,pls
Whipcorder,,2025-10-04T18:49:31,-,,,Regular,,{W}{W},2,1,U,,3bf6987e-a6e4-4a88-af0b-cf3b2d2b80c7,ons
Barl's Cage,,2025-10-04T02:02:11,-,,,Regular,,{4},4,1,R,,ecce3e79-c729-4efd-a2f3-5d2910ba2c3f,5ed
Corrupt Official,,2025-10-01T19:46:37,-,,,Regular,,{4}{B},5,1,R,,5cb652fc-5a21-4e02-a776-a38fb41ad18c,mmq
Exhaustion,,2025-10-04T13:19:53,-,,,Regular,,{2}{U},3,1,U,,666efc89-b566-4b2b-a0e2-52f1dedc9e10,usg
Exhaustion,,2025-10-04T13:19:57,-,,,Regular,,{2}{U},3,1,U,,666efc89-b566-4b2b-a0e2-52f1dedc9e10,usg
Exhaustion,,2025-10-04T13:19:59,-,,,Regular,,{2}{U},3,1,U,,666efc89-b566-4b2b-a0e2-52f1dedc9e10,usg
Exhaustion,,2025-10-04T13:20:04,-,,,Regular,,{2}{U},3,1,U,,666efc89-b566-4b2b-a0e2-52f1dedc9e10,usg
Exoskeletal Armor,,2025-10-01T22:47:09,-,,,Regular,,{1}{G},2,1,U,,e111fcab-17f7-4a02-b4eb-606ba18812b3,jud
Far Wanderings,,2025-10-01T21:03:59,-,,,Regular,,{2}{G},3,1,C,,bd3a735a-5f51-41af-99d1-92296cec7b22,tor
Far Wanderings,,2025-10-01T22:41:41,-,,,Regular,,{2}{G},3,1,C,,bd3a735a-5f51-41af-99d1-92296cec7b22,tor
Far Wanderings,,2025-10-01T22:41:44,-,,,Regular,,{2}{G},3,1,C,,bd3a735a-5f51-41af-99d1-92296cec7b22,tor
Fleeting Image,,2025-10-04T10:14:58,-,,,Regular,,{2}{U},3,1,R,,ef9a5501-f149-47d0-9d79-151a524c7c54,ulg
Forest,,2025-10-06T17:53:02,-,,,Regular,,,0,1,C,,8be6c40e-5669-417e-a655-b32b5f2bfd11,cmm
Forest,,2025-10-01T22:48:54,-,,,Regular,,,0,1,C,,310e7edb-4ca6-485a-8e54-a548ca39cbf9,s99
Forest,,2025-10-01T22:48:59,-,,,Regular,,,0,1,C,,310e7edb-4ca6-485a-8e54-a548ca39cbf9,s99
Juxtapose,,2025-10-04T13:20:38,-,,,Regular,,{3}{U},4,1,R,,fe9dc8dd-6212-465b-9633-f99cebf492f9,chr
Lightning Axe,,2025-10-01T23:18:20,-,,,Regular,,{R},1,1,U,,d2e9d9e1-8b4e-4e72-aa3a-05b81cce6c6c,inr
Merfolk Looter,,2025-10-04T10:10:39,-,,,Regular,,{1}{U},2,1,U,,4ec07b20-9768-4c21-90d5-70d57959c698,7ed
Mind Games,,2025-10-04T11:28:37,-,,,Regular,,{U},1,1,C,,4da50979-1f5d-48d1-9406-dfc785273c04,sth
Mistform Ultimus,,2025-10-04T10:07:44,-,,,Regular,,{3}{U},4,1,S,,b74feed4-840b-4f10-9861-7a6885ce7907,tsb
Moonlit Wake,,2025-10-04T21:37:22,-,,,Regular,,{2}{W},3,1,U,,1eba9595-6789-4d7a-9e46-8d1f75993b21,mmq
Multani's Presence,,2025-10-01T22:43:05,-,,,Regular,,{G},1,1,U,,38bfa984-5fe9-44ad-b13f-3276951f9f10,ulg
Nested Shambler,,2025-10-01T19:15:05,-,,,Regular,,{B},1,1,C,,eb8595c6-5237-4ed1-98e4-8615bb0eb8e1,mh2
Ornithopter,,2025-10-04T00:05:41,-,,,Regular,,{0},0,1,U,,09c6ac8a-01b1-4af5-89d8-ad66d9a81ceb,6ed
Sliptide Serpent,,2025-10-04T11:25:15,-,,,Regular,,{4}{U}{U},6,1,R,,f8647649-5669-46c4-8840-9ff967fabd99,nem
Sliptide Serpent,,2025-10-04T11:25:18,-,,,Regular,,{4}{U}{U},6,1,R,,f8647649-5669-46c4-8840-9ff967fabd99,nem
Sphinx's Revelation,,2025-10-03T20:15:10,-,,,Regular,,{X}{W}{U}{U},3,1,R,,0901fadc-48d7-4b1d-a1d9-c1d363733e16,rvr
Spinal Embrace,,2025-10-03T23:41:10,-,,,Regular,,{3}{U}{U}{B},6,1,R,,692ad1eb-62a3-4560-bf8e-35f7db73c7a3,inv
Spurnmage Advocate,,2025-10-04T18:38:39,-,,,Regular,,{W},1,1,U,,008c8d72-097e-472d-88c8-78bf29e42e32,jud
Tephraderm,,2025-10-01T23:13:53,-,,,Regular,,{4}{R},5,1,R,,41b65eba-140b-4c1d-b796-8134b7c1ede8,ons
Terramorphic Expanse,,2025-10-01T21:10:10,-,,,Regular,,,0,1,C,,6c156c30-d681-4b3b-bcf9-3a1e85a8c7a1,brc
Terramorphic Expanse,,2025-10-03T23:54:13,-,,,Regular,,,0,1,C,,6c156c30-d681-4b3b-bcf9-3a1e85a8c7a1,brc
Terramorphic Expanse,,2025-10-03T23:54:15,-,,,Regular,,,0,1,C,,6c156c30-d681-4b3b-bcf9-3a1e85a8c7a1,brc
Terramorphic Expanse,,2025-10-03T23:54:25,-,,,Regular,,,0,1,C,,6c156c30-d681-4b3b-bcf9-3a1e85a8c7a1,brc
Terramorphic Expanse,,2025-10-03T23:54:26,-,,,Regular,,,0,1,C,,6c156c30-d681-4b3b-bcf9-3a1e85a8c7a1,brc
Waterfront Bouncer,,2025-10-04T10:10:47,-,,,Regular,,{1}{U},2,1,C,,8dbdce9e-94fa-4ed5-9b97-d2026cffe7cb,mmq
Arcanis the Omnipotent,,2025-10-01T21:00:00,-,,,Regular,,{3}{U}{U}{U},6,1,R,,6a2c1c92-3da1-4f7e-a02c-831311115a5d,dmr
Ashnod the Uncaring,,2025-10-03T20:11:01,-,,,Regular,,{2}{U}{B}{R},5,1,M,,a76e8ab8-33bf-4a5a-b6a2-7046301b6c31,brc
Breakthrough,,2025-10-04T11:40:06,-,,,Regular,,{X}{U},1,1,U,,a59a2cea-3b65-43da-bc6e-0e3c82f25b3c,tor
Breakthrough,,2025-10-04T11:40:10,-,,,Regular,,{X}{U},1,1,U,,a59a2cea-3b65-43da-bc6e-0e3c82f25b3c,tor
Forest,,2025-10-01T22:48:14,-,,,Regular,,,0,1,C,,c09a0bf2-5b2a-4cc0-8918-b218cda0e2b7,s99
Goblins of the Flarg,,2025-10-01T22:58:58,-,,,Regular,,{R},1,1,C,,fd333b18-b896-4ab8-9c46-eed4efdd94f2,drk
Grinning Totem,,2025-10-04T01:59:17,-,,,Regular,,{4},4,1,S,,1d8c8ecc-7637-424a-bae2-ed3b8678f97d,tsb
Huntmaster of the Fells // Ravager of the Fells,,2025-10-03T20:16:32,-,,,Regular,,{2}{R}{G},4,1,R,,b3819a11-2f3e-4304-a1b0-6abf893c89c5,inr
Illusionary Terrain,,2025-10-04T13:23:24,-,,,Regular,,{U}{U},2,1,U,,691f4a1b-4706-41aa-82da-ae920739f036,ice
Island,,2025-10-04T18:31:08,-,,,Regular,,,0,1,C,,b3f9ffc8-8115-4858-bd71-deaca9889f72,6ed
Jumbo Imp,,2025-10-01T19:22:25,-,,,Regular,,{2}{B},3,1,U,,a135b61b-eb8c-44d7-8227-bd268c3ca463,ugl
Lilting Refrain,,2025-10-04T13:23:26,-,,,Regular,,{1}{U},2,1,U,,ef319154-c5fc-4432-a860-a05508c132d4,usg
Mercenary Informer,,2025-10-04T18:51:01,-,,,Regular,,{2}{W},3,1,R,,98ee3f50-09d7-4960-8214-680a7299fa20,pcy
Mistform Ultimus,,2025-10-04T10:07:30,-,,,Regular,,{3}{U},4,1,R,,e3be21c3-9b83-430b-be0a-792de9a680e3,lgn
Mistform Ultimus,,2025-10-04T10:07:41,-,,,Regular,,{3}{U},4,1,R,,e3be21c3-9b83-430b-be0a-792de9a680e3,lgn
Plains,,2025-10-04T23:16:01,-,,,Regular,,,0,1,C,,a5669414-199a-4e9f-8bfe-354d5afe2d05,s99
Plains,,2025-10-04T23:16:06,-,,,Regular,,,0,1,C,,a5669414-199a-4e9f-8bfe-354d5afe2d05,s99
Rebuild,,2025-10-04T11:35:39,-,,,Regular,,{2}{U},3,1,U,,4dc1613c-a149-4f04-9950-41637d35d675,ulg
Reveille Squad,,2025-10-04T18:59:57,-,,,Regular,,{2}{W}{W},4,1,U,,8f6385bb-18f9-461b-b541-3c2a5e59189b,pcy
Sentinel,,2025-10-04T00:08:43,-,,,Regular,,{4},4,1,R,,ffd4921f-cda5-4318-837d-a3fe4f0d9362,chr
Strands of Night,,2025-10-01T20:45:55,-,,,Regular,,{2}{B}{B},4,1,U,,872ef62f-e119-470b-b212-9beb48469095,wth
Tempting Licid,,2025-10-01T22:26:07,-,,,Regular,,{2}{G},3,1,U,,da7f3e0b-0600-4451-b621-e40c902a16cb,sth
Vizzerdrix,,2025-10-04T11:26:29,-,,,Regular,,{6}{U},7,1,R,,c2c681e3-fc54-4da1-80ff-13507688dbc3,7ed
Yawgmoth's Edict,,2025-10-01T20:43:44,-,,,Regular,,{1}{B},2,1,U,,f72ed0e5-37a0-4909-a37e-ba4745bfae3b,7ed
Animal Boneyard,,2025-10-04T23:13:54,-,,,Regular,,{2}{W},3,1,U,,e3379317-be18-4252-84ad-b7ebb6e557ff,ody
Call of the Wild,,2025-10-01T22:45:16,-,,,Regular,,{2}{G}{G},4,1,R,,8c99602c-92a0-489d-a00d-1e65563365c6,6ed
Chatterstorm,,2025-10-01T22:39:52,-,,,Regular,,{1}{G},2,1,C,,4c1b91d8-39c4-4ab1-996b-2a5a78243fd4,mh2
Chatterstorm,,2025-10-01T22:40:06,-,,,Regular,,{1}{G},2,1,C,,4c1b91d8-39c4-4ab1-996b-2a5a78243fd4,mh2
Chatterstorm,,2025-10-01T22:40:09,-,,,Regular,,{1}{G},2,1,C,,4c1b91d8-39c4-4ab1-996b-2a5a78243fd4,mh2
Chatterstorm,,2025-10-01T22:40:14,-,,,Regular,,{1}{G},2,1,C,,4c1b91d8-39c4-4ab1-996b-2a5a78243fd4,mh2
Chatterstorm,,2025-10-01T22:40:45,-,,,Regular,,{1}{G},2,1,C,,4c1b91d8-39c4-4ab1-996b-2a5a78243fd4,mh2
Checks and Balances,,2025-10-04T13:24:48,-,,,Regular,,{2}{U},3,1,U,,cc70457a-34dc-48a1-8643-4a78c1e6f2d3,ugl
Crumbling Necropolis,,2025-10-01T21:11:15,-,,,Regular,,,0,1,U,,8eb526c9-706c-4845-b92a-880e6293f1ef,brc
Delif's Cone,,2025-10-04T00:11:00,-,,,Regular,,{0},0,1,C,,262b8788-c5a0-4c8e-9d58-b769b1b0a2ff,fem
Fallen Angel,,2025-10-01T19:46:14,-,,,Regular,,{3}{B}{B},5,1,R,,612ecb2c-e732-40cc-9e92-d18b80a26c4c,7ed
Fool's Tome,,2025-10-04T01:59:46,-,,,Regular,,{4},4,1,R,,83be257c-8945-46be-8b58-fb2881084026,tmp
Metallic Sliver,,2025-10-04T00:06:00,-,,,Regular,,{1},1,1,C,,30143f4f-9846-448d-8797-8fe0bc0cc5df,tmp
Mortify,,2025-10-03T20:14:30,-,,,Regular,,{1}{W}{B},3,1,S,,767a344e-e2ab-462f-9da3-2e1ee8868a26,tsr
Mountain,,2025-10-01T23:46:07,-,,,Regular,,,0,1,C,,50352268-88a6-4575-a5e1-cd8bef7f8286,4ed
Personal Incarnation,,2025-10-04T20:43:07,-,,,Regular,,{3}{W}{W}{W},6,1,R,,0b107c80-0c9a-46cd-8f00-26c37f080ce7,4ed
Recoil,,2025-10-03T23:40:33,-,,,Regular,,{1}{U}{B},3,1,U,,0669ad7e-8366-4fec-8151-ded41a9c4548,dmr
Sabertooth Nishoba,,2025-10-03T23:36:23,-,,,Regular,,{4}{G}{W},6,1,R,,8338c296-cf3f-41d7-b380-3fb4237cb41c,inv
Samite Sanctuary,,2025-10-04T21:37:42,-,,,Regular,,{2}{W},3,1,R,,022ebeba-b61a-497a-a698-e75b130c468c,pcy
Steal Artifact,,2025-10-04T18:30:02,-,,,Regular,,{2}{U}{U},4,1,U,,2e08d3b2-9c85-4482-b110-5f399672e550,5ed
Stupor,,2025-10-01T20:40:12,-,,,Regular,,{2}{B},3,1,S,,fd0b4aea-1e01-4afe-8054-77c5cc7935d6,tsb
Suffocating Blast,,2025-10-03T23:37:30,-,,,Regular,,{1}{U}{U}{R},4,1,R,,c2a70297-2a7b-4a0c-ace5-cd61bfe6dafd,apc
"Tawnos, Solemn Survivor",,2025-10-04T10:07:26,-,,,Regular,,{1}{U},2,1,M,,bdf67de0-f468-4f04-99ab-a442347bb16b,brc
Thorn of Amethyst,,2025-10-04T01:44:03,-,,,Regular,,{2},2,1,R,,ded2a5ad-c12a-4442-bd67-cfdc648978c9,brr
Tidal Bore,,2025-10-01T21:13:29,-,,,Regular,,{1}{U},2,1,C,,f68fd547-59fb-41e6-be55-1ec17fe2840b,mmq
Tidal Bore,,2025-10-01T21:14:17,-,,,Regular,,{1}{U},2,1,C,,f68fd547-59fb-41e6-be55-1ec17fe2840b,mmq
Treacherous Link,,2025-10-01T20:50:00,-,,,Regular,,{1}{B},2,1,U,,2e5f8581-411b-4403-9c3a-3cf2156f6779,ulg
Treefolk Seedlings,,2025-10-01T22:26:35,-,,,Regular,,{2}{G},3,1,U,,1ec5ee47-c2ef-442d-b1e7-323a8dba6627,usg
Unifying Theory,,2025-10-04T13:24:07,-,,,Regular,,{1}{U},2,1,R,,8aa4bf82-65e7-4b0c-9f96-dd84a67dcfb2,ody
Vine Trellis,,2025-10-01T22:19:14,-,,,Regular,,{1}{G},2,1,C,,e660241f-0976-4206-8149-7dac8466a2a3,mmq
Wedding Announcement // Wedding Festivity,,2025-10-04T21:37:25,-,,,Regular,,,3,1,R,,959a1a42-f9d4-4b06-92ea-f4e86c07a251,inr
Akroma's Blessing,,2025-10-04T20:53:48,-,,,Regular,,{2}{W},3,1,U,,c3710c68-3f71-4d76-8bd2-001f0e8036f5,ons
"Alela, Artful Provocateur",,2025-10-03T20:10:04,-,,,Regular,,{1}{W}{U}{B},4,1,M,,43d28c05-0ba1-4afa-a784-b71741375507,brc
Cabal Shrine,,2025-10-01T20:44:29,-,,,Regular,,{1}{B}{B},3,1,R,,dd376a52-5dfd-49f3-a520-537cd4527439,ody
Cloak of Mists,,2025-10-04T13:29:42,-,,,Regular,,{1}{U},2,1,C,,dd54251c-5a2e-48e4-9790-a64dcc44eb8e,usg
Cloak of Mists,,2025-10-04T13:29:45,-,,,Regular,,{1}{U},2,1,C,,dd54251c-5a2e-48e4-9790-a64dcc44eb8e,usg
Essence Vortex,,2025-10-03T23:41:49,-,,,Regular,,{1}{U}{B},3,1,U,,fe07e496-5070-4116-a91a-a3bbe19c12af,ice
Light of Day,,2025-10-04T21:42:22,-,,,Regular,,{3}{W},4,1,U,,70fa9ebe-bdf5-4359-aa3e-6cfa1a1d96cf,tmp
